ID,Title,Content,Permalink,"Post Type","Attachment URL","Attachment Filename","Image URL","Image Filename","Lesson Categories"
26064,"GST with Stacey Price","<!-- wp:paragraph -->
<p>In this video Stacey Price from Healthy Business Finances provides an introduction to GST, the understanding of which is an essential part of running a business in Australia yet is often a cause of great confusion. The content addresses subjects such as when to register, when you have to register, when to charge GST, when not to charge GST and a reminder that GST is not your money!  This content is supported by Chartered Accountants of Australia and New Zealand.</p>
<!-- /wp:paragraph -->

<!-- wp:embed {""url"":""https://vimeo.com/video/679813013?h=9f359ce8d2"",""type"":""video"",""providerNameSlug"":""vimeo"",""responsive"":true,""className"":""wp-embed-aspect-16-9 wp-has-aspect-ratio""} -->
<figure class=""wp-block-embed is-type-video is-provider-vimeo wp-block-embed-vimeo wp-embed-aspect-16-9 wp-has-aspect-ratio""><div class=""wp-block-embed__wrapper"">
https://vimeo.com/video/679813013?h=9f359ce8d2
</div></figure>
<!-- /wp:embed -->

<!-- wp:paragraph -->
<p>Key words: CAANZ, Stacey Price, GST, ATO, tax, invoice</p>
<!-- /wp:paragraph -->",https://seedlabacademy.net.au/courses/financials-101/lessons/gst-with-stacey-price/,sfwd-lessons,,,,,
26068,"Managing Your Time with Sally Fairless","<!-- wp:paragraph -->
<p>In this short module Sally Fairless introduces some techniques to help prioritise your time objectively based on the likely impact of the tasks on your business objectives.  This helps remove the emotional or personal bias that can cause us to focus on the 'fun' things but not necessarily the 'critical' things.  A worksheet and the accompanying slides can be found under the 'Materials' tab.</p>
<!-- /wp:paragraph -->

<!-- wp:html -->
<iframe src=""https://player.vimeo.com/video/680184480?h=d0b20b772a"" width=""640"" height=""400"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture"" allowfullscreen></iframe>
<!-- /wp:html -->

<!-- wp:paragraph -->
<p>Key words: Time management, Sally Fairless, task, priority, rock, sand</p>
<!-- /wp:paragraph -->",https://seedlabacademy.net.au/courses/leadership/lessons/managing-your-time-with-sally-fairless/,sfwd-lessons,,,,,
26073,"An Introduction to Artisans Bend- presented by Sam Penny","<!-- wp:paragraph -->
<p>Sam Penny of Artisans Bend introduces their market place on-line portal as a potential route to market, along with the new Artisan Send program which has the potential to offer mainland based warehousing, order pick and dispatch through a logistics partner operating a fleet of refrigerated vehicles.</p>
<!-- /wp:paragraph -->

<!-- wp:html -->
<iframe src=""https://player.vimeo.com/video/680705766?h=c33688db68"" width=""640"" height=""400"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture"" allowfullscreen></iframe>
<!-- /wp:html -->

<!-- wp:paragraph -->
<p>Key words: Artisans Bend, Sam Penny, logistics, pick, pack, send, warehouse</p>
<!-- /wp:paragraph -->",https://seedlabacademy.net.au/lessons/an-introduction-to-artisans-bend-presented-by-sam-penny/,sfwd-lessons,,,,,
26077,"Human Resource Management with Amanda Hinds","<!-- wp:paragraph -->
<p>Amanda Hinds discusses some of the aspects of Human Resource Management that need to be considered as you recruit staff and expand your business. While it can be a big step, with careful planning and execution it can be achieved with the minimum of dramas.  The accompanying slides can be found under the 'Materials' tab.</p>
<!-- /wp:paragraph -->

<!-- wp:html -->
<iframe src=""https://player.vimeo.com/video/681118370?h=f0213df356"" width=""640"" height=""400"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture"" allowfullscreen></iframe>
<!-- /wp:html -->

<!-- wp:paragraph -->
<p>Key Words:  Amanda Hinds, Human Resource Management, recruiting, employment, staff, harassment, discrimination, performance, induction, safety</p>
<!-- /wp:paragraph -->",https://seedlabacademy.net.au/courses/leadership/lessons/human-resource-management-with-amanda-hinds/,sfwd-lessons,,,,,
26081,"Interviewing Staff with Amanda Hinds","<!-- wp:paragraph -->
<p>In this short presentation prepared by Amanda Hinds a few basic reminders are shared to help you interview well and reduce stress all round.  The accompanying slides with templates can be found under the 'Materials' tab.</p>
<!-- /wp:paragraph -->

<!-- wp:html -->
<iframe src=""https://player.vimeo.com/video/681127796?h=871112e69e"" width=""640"" height=""480"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture"" allowfullscreen></iframe>
<!-- /wp:html -->

<!-- wp:paragraph -->
<p>Key words: Amanda Hinds, interview, recruitment</p>
<!-- /wp:paragraph -->",https://seedlabacademy.net.au/courses/leadership/lessons/interviewing-staff-with-amanda-hinds/,sfwd-lessons,,,,,
26085,"Performance Management with Amanda Hinds","<!-- wp:paragraph -->
<p>In this short presentation prepared by Amanda Hinds a few basic reminders are shared to help you manage staff performance to help achieve a happy and high performing organisation.  The accompanying slides and template can be found under the 'Materials' tab.</p>
<!-- /wp:paragraph -->

<!-- wp:html -->
<iframe src=""https://player.vimeo.com/video/681136561?h=bbf13c54de"" width=""640"" height=""400"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture"" allowfullscreen></iframe>
<!-- /wp:html -->

<!-- wp:paragraph -->
<p>Key words: Amanda Hinds, performance management, high performing, under performing, review</p>
<!-- /wp:paragraph -->",https://seedlabacademy.net.au/courses/leadership/lessons/performance-management-with-amanda-hinds/,sfwd-lessons,,,,,
26089,"Recruiting Staff with Amanda Hinds","<!-- wp:paragraph -->
<p>In this short presentation prepared by Amanda Hinds a few basic reminders are shared to help you plan your recruiting process for the best results.  The accompanying slides can be found under the 'Materials' tab.</p>
<!-- /wp:paragraph -->

<!-- wp:html -->
<iframe src=""https://player.vimeo.com/video/681141723?h=ccfb9229a7"" width=""640"" height=""480"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture"" allowfullscreen></iframe>
<!-- /wp:html -->

<!-- wp:paragraph -->
<p>Key words: Amanda Hinds, staff, recruiting, interview, advertise</p>
<!-- /wp:paragraph -->",https://seedlabacademy.net.au/courses/leadership/lessons/recruiting-staff-with-amanda-hinds/,sfwd-lessons,,,,,
26098,"Investor Readiness with Ian Mason","<!-- wp:paragraph -->
<p>In this session Ian Mason from Humble discusses the how, when and most importantly why of raising capital and investment. The benefits and pitfalls are considered along with what you need to to to be prepared to undertake the process successfully.  The accompanying slides can be found under the 'Materials' tab.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p></p>
<!-- /wp:paragraph -->

<!-- wp:html -->
<iframe src=""https://player.vimeo.com/video/683522791?h=50278e5c34"" width=""640"" height=""400"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture"" allowfullscreen=""""></iframe>
<!-- /wp:html -->

<!-- wp:paragraph -->
<p>Key words:  Investor, capital, raising, Ian Mason,</p>
<!-- /wp:paragraph -->",https://seedlabacademy.net.au/courses/business/lessons/investor-readiness-with-ian-mason/,sfwd-lessons,,,,,
26102,"Working With Journalists with Ian Mason","<!-- wp:paragraph -->
<p>Ian Mason from Humble describes how to use journalists and media to help get your story out there and provides some rules and guidelines to improve the chance of engagement. The accompanying slides can be found under the ‘Materials’ tab.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p></p>
<!-- /wp:paragraph -->

<!-- wp:html -->
<iframe src=""https://player.vimeo.com/video/683541860?h=6c81b8a004"" width=""640"" height=""480"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture"" allowfullscreen=""""></iframe>
<!-- /wp:html -->

<!-- wp:paragraph -->
<p>Key words: Ian Mason, journalist, press release, media, pr, messaging</p>
<!-- /wp:paragraph -->",https://seedlabacademy.net.au/courses/marketing/lessons/working-with-journalists-with-ian-mason/,sfwd-lessons,,,,,
26106,"International Market Entry with Ian Mason","<!-- wp:paragraph -->
<p>Ian Mason from Humble provides insights into exploring international markets for your products and highlights the benefits, the risks and the challenges of following this path so that you can prepare well and de-risk the exercise.  The accompanying slides can be found under the 'Materials' tab.</p>
<!-- /wp:paragraph -->

<!-- wp:html -->
<iframe src=""https://player.vimeo.com/video/683537101?h=110878ab39"" width=""640"" height=""400"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture"" allowfullscreen></iframe>
<!-- /wp:html -->

<!-- wp:paragraph -->
<p>Key words: Ian Mason, International, export, market, risk, sales</p>
<!-- /wp:paragraph -->",https://seedlabacademy.net.au/courses/supply/lessons/international-market-entry-with-ian-mason/,sfwd-lessons,,,,,
26110,"Digital Marketing- presented by Kings Design",,https://seedlabacademy.net.au/courses/marketing/lessons/digital-marketing-presented-by-kings-design/,sfwd-lessons,,,,,
26131,"Pitching Your Products","<!-- wp:paragraph -->
<p>In this module Dr Hazel MacTavish-West and Ray Butcher lead you through the process of pitching your products to retailers and provide a wealth of insights and tips based on their experiences.  The accompanying slides and further information about how to prepare a business and product information pack can be found under the 'Materials' tab.</p>
<!-- /wp:paragraph -->

<!-- wp:html -->
<iframe src=""https://player.vimeo.com/video/686120963?h=5d339fdbca"" width=""640"" height=""400"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture"" allowfullscreen></iframe>
<!-- /wp:html -->

<!-- wp:paragraph -->
<p>Key words: Pitching, Ray Butcher, retailer, Hazel MacTavish-West, presentation, preparation, meeting, product information pack</p>
<!-- /wp:paragraph -->",https://seedlabacademy.net.au/courses/supply/lessons/pitching-your-products/,sfwd-lessons,,,,,
26135,"Forecasting with Ray Butcher","<!-- wp:paragraph -->
<p>In this lesson Ray Butcher describes the reasons for, and some methods applicable to forecasting which is a vital aspect of planning for your business. An important aspect of forecasting is to base the process on data rather than guesswork.  The accompanying slides are available under the 'Materials' tab.</p>
<!-- /wp:paragraph -->

<!-- wp:html -->
<iframe src=""https://player.vimeo.com/video/686120779?h=aa65f4fc60"" width=""640"" height=""400"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture"" allowfullscreen></iframe>
<!-- /wp:html -->

<!-- wp:paragraph -->
<p>Key words: Ray Butcher, financial, forecast, prediction, future, history, data</p>
<!-- /wp:paragraph -->",https://seedlabacademy.net.au/courses/business/lessons/forecasting-with-ray-butcher/,sfwd-lessons,,,,,
26140,"Project Managing Production to Deadlines with Penny Bloss","<!-- wp:paragraph -->
<p>In this module, Penny Bloss discusses the challenges of managing your production and processes to meet the external deadlines encountered when dealing with retailers.  The accompanying slides can be found under the 'Materials' tab.</p>
<!-- /wp:paragraph -->

<!-- wp:embed {""url"":""https://vimeo.com/1166190884/fee4d38cb9?share=copy\u0026fl=sv\u0026fe=ci"",""type"":""video"",""providerNameSlug"":""vimeo"",""responsive"":true,""className"":""wp-embed-aspect-16-9 wp-has-aspect-ratio""} -->
<figure class=""wp-block-embed is-type-video is-provider-vimeo wp-block-embed-vimeo wp-embed-aspect-16-9 wp-has-aspect-ratio""><div class=""wp-block-embed__wrapper"">
https://vimeo.com/1166190884/fee4d38cb9?share=copy&amp;fl=sv&amp;fe=ci
</div></figure>
<!-- /wp:embed -->

<!-- wp:paragraph -->
<p>Key words: Penny Bloss, project management, review, deadlines</p>
<!-- /wp:paragraph -->",https://seedlabacademy.net.au/courses/production/lessons/project-managing-production-to-deadlines-with-penny-bloss/,sfwd-lessons,https://seedlabacademy.net.au/wp-content/uploads/2026/02/Project-Managing-Production-to-Deadlines-2025-1.pdf,Project-Managing-Production-to-Deadlines-2025-1.pdf,,,
26150,"Negotiating Skills with Sally Fairless","<!-- wp:paragraph -->
<p>In this session Sally Fairless provides and introduction to the art of negotiating and discusses some approaches that can be used to try to help achieve the optimum outcomes from a negotiation exercise.  The accompanying slides and some useful background links can be found under the 'Materials' tab.</p>
<!-- /wp:paragraph -->

<!-- wp:html -->
<iframe src=""https://player.vimeo.com/video/687765738?h=4c80bab42d"" width=""640"" height=""400"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture"" allowfullscreen></iframe>
<!-- /wp:html -->

<!-- wp:paragraph -->
<p>Key words: Sally Fairless, negotiation, outcome, agreement, strategy</p>
<!-- /wp:paragraph -->",https://seedlabacademy.net.au/lessons/negotiating-skills-with-sally-fairless/,sfwd-lessons,,,,,
26154,"Marketing to Drive Sales - The Unique Value Proposition with Sally Fairless","<!-- wp:paragraph -->
<p>In this session Sally Fairless provides some insights as to how to use marketing to drive sales based on first hand practical experience. Developing the right strategy and having the correct objectives are key.  The accompanying slides and useful background links can be found under the 'Materials' tab.</p>
<!-- /wp:paragraph -->

<!-- wp:html -->
<iframe src=""https://player.vimeo.com/video/687780633?h=956559b8e5"" width=""640"" height=""400"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture"" allowfullscreen=""""></iframe>
<!-- /wp:html -->

<!-- wp:paragraph -->
<p>In this second video Sally presents some case studies to help demonstrate the principles discussed.</p>
<!-- /wp:paragraph -->

<!-- wp:html -->
<iframe src=""https://player.vimeo.com/video/688156445?h=acf3cd12d7"" width=""640"" height=""400"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture"" allowfullscreen=""""></iframe>
<!-- /wp:html -->

<!-- wp:paragraph -->
<p>Key words:  Sally Fairless, marketing, sales, painpoint, differentiate, friction, AARRR, Unique Value Proposition</p>
<!-- /wp:paragraph -->",https://seedlabacademy.net.au/courses/marketing/lessons/marketing-to-drive-sales-the-unique-value-proposition-with-sally-fairless/,sfwd-lessons,,,,,
26174,"Leadership in Action with Amanda Hinds and Sally Fairless","<!-- wp:paragraph -->
<p>In this module Amanda Hinds and Sally Fairless share some experiences about how to lead effectively and create high performing teams.  the accompanying slides can be found under the 'Materials' tab.</p>
<!-- /wp:paragraph -->

<!-- wp:html -->
<iframe src=""https://player.vimeo.com/video/688180398?h=81a9607933"" width=""640"" height=""400"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture"" allowfullscreen></iframe>
<!-- /wp:html -->

<!-- wp:paragraph -->
<p>Key words: Leadership, Brene Brown, vulnerability, shame</p>
<!-- /wp:paragraph -->",https://seedlabacademy.net.au/courses/leadership/lessons/leadership-in-action-with-amanda-hinds-and-sally-fairless/,sfwd-lessons,,,,,
26178,"Woolworths Group Supply Standards","<!-- wp:paragraph -->
<p>The Woolworths Group Supply Standards are a great place to start looking if you have practical questions about the Woolworths supplier requirements. These standards are a living document so are best checked on <a href=""https://partnerhub.woolworthsgroup.com.au/s/"" target=""_blank"" rel=""noreferrer noopener"">partnerhub</a> (search for ‘group supply standards’) to ensure the latest version is being used, but for convenience the document updated October 2023 can be found under the ‘Materials’ tab.</p>
<!-- /wp:paragraph -->",https://seedlabacademy.net.au/lessons/woolworths-group-supply-standards/,sfwd-lessons,,,,,
26188,"Woolworths Group Supply Standards (September 2024)","<!-- wp:paragraph -->
<p>The Woolworths Group Supply Standards are a great place to start looking if you have practical questions about the Woolworths supplier requirements. This includes things like shelf ready packaging and logistics information.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>These standards are a living document so are best checked on <a href=""https://partnerhub.woolworthsgroup.com.au/s/"" target=""_blank"" rel=""noreferrer noopener"">partnerhub</a> (search for ‘group supply standards’) to ensure the latest version is being used, but for convenience the document updated September 2024 can be found under the ‘Materials’ tab.</p>
<!-- /wp:paragraph -->",https://seedlabacademy.net.au/courses/week-5-are-you-retail-ready/lessons/woolworths-group-supply-standards-october-2023/,sfwd-lessons,,,,,
26191,"Winning With Customers- presented by Sally Fairless","<!-- wp:paragraph -->
<p>Without customers you don’t have a business. Understanding your customers (and consumers) is an essential part of ensuring that your business has a sustainable future. In this video Sally Fairless discusses some techniques for gaining this understanding, including a process known as ‘Empathy Mapping’. The associated slides and worksheets can be found under the ‘Materials’ tab.</p>
<!-- /wp:paragraph -->

<!-- wp:html -->
<iframe src=""https://player.vimeo.com/video/691248154?h=5ffd4d4b34"" width=""640"" height=""400"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture"" allowfullscreen></iframe>
<!-- /wp:html -->

<!-- wp:paragraph -->
<p>Key words: Customer, empathy map, experience, market segmentation, demographics</p>
<!-- /wp:paragraph -->",https://seedlabacademy.net.au/courses/marketing/lessons/winning-with-customers-presented-by-sally-fairless/,sfwd-lessons,,,,,
26196,"Packaging- presented by The Offices",,https://seedlabacademy.net.au/courses/marketing/lessons/packaging-presented-by-the-offices/,sfwd-lessons,,,,,
26210,"Food Trends 2022 with Bazil Stander","<!-- wp:paragraph -->
<p>Bazil Stander from Woolworths shares his insights around what he sees as emerging food trends for the coming year.  The accompanying slides can be found under the 'Materials' tab.</p>
<!-- /wp:paragraph -->

<!-- wp:html -->
<iframe src=""https://player.vimeo.com/video/692114909?h=444fafd6b8"" width=""640"" height=""480"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture"" allowfullscreen=""""></iframe>
<!-- /wp:html -->

<!-- wp:paragraph -->
<p>Key words: Woolworths, Bazil Stander, food trends, sustainability, upcycling, mycelium</p>
<!-- /wp:paragraph -->",https://seedlabacademy.net.au/courses/production/lessons/food-trends-2022-with-bazil-stander/,sfwd-lessons,,,,,
26216,"Creating a Business Plan","<!-- wp:paragraph -->
<p>Congratulations! By now, you should (hopefully) have your Seedlab Business Startup Plan completed (as in filled in, remember it is a living document that is never totally complete).</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>With this one page document you can now encapsulate the key points important to defining, describing and communicating your business both internally and to others. However, in some instances this high level detail will require expansion with further information, such as when trying to attract investment, partners or collaborators, and it is at this point the full business plan becomes useful.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>For many startups creating a full business plan can seem a daunting task, but you are lucky in that you have already done a lot of the hard work in generating your startup plan. Armed with this document, and a number of other resources given below the creation of a full business plan should be no more than a ‘fill in the blanks’ exercise with information you have previously documented.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>The federal government provide a range of information and tutorials, these resources are available through the portal <a rel=""noreferrer noopener"" href=""https://www.business.gov.au/"" target=""_blank"">business.gov.au</a> and in particular for business plans this <a rel=""noreferrer noopener"" href=""https://business.gov.au/planning/business-plans/develop-your-business-plan/"" target=""_blank"">LINK</a> (link checked 6th March 2022) where a step-by-step process is provided to guide the user through the business plan template that can be downloaded at the bottom of the page.</p>
<!-- /wp:paragraph -->",https://seedlabacademy.net.au/courses/1b-seedlab-business-planner/lessons/creating-a-business-plan/,sfwd-lessons,,,,,
26226,"Introduction to Business Insurance","<!-- wp:paragraph -->
<p>Marc Chiarella, MD from Bellrock Insurance provides an presentation around the importance and opportunities of business insurance to manage risk exposure and provide protection for your operations.  An information sheet can be found under the 'Materials' tab.  As highlighted in the presentation, beyond general advice insurance information specific to your circumstances requires detailed discussion and involvement with an insurance professional such as Bellrock or another insurance provider of your choice. </p>
<!-- /wp:paragraph -->

<!-- wp:html -->
<iframe src=""https://player.vimeo.com/video/693322372?h=f7533147d4"" width=""640"" height=""400"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture"" allowfullscreen></iframe>
<!-- /wp:html -->

<!-- wp:paragraph -->
<p>Key words: Business insurance, Bellrock, risk management, indemnity, protection</p>
<!-- /wp:paragraph -->",https://seedlabacademy.net.au/courses/business/lessons/introduction-to-business-insurance/,sfwd-lessons,,,,,
26237,"1 - Business And Leadership","<!-- wp:paragraph -->
<p>The Business and Leadership masterclass was held on the 31st March 2022 and was hosted by Sally Fairless.  The presenters provided a wide and varied conversation around different aspects of leadership including defining purpose (Kat Dunn),  the need for planned and clear communication (Duncan Robinson) and some practical examples of core business principles (Ray Butcher).  There are also two pre-recorded sessions from Jason Blanchard discussing retail strategy and growth (which are available below).</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>Jason Blanchard: Retail Strategy</p>
<!-- /wp:paragraph -->

<!-- wp:html -->
<iframe src=""https://player.vimeo.com/video/693319012?h=4688176e2b"" width=""640"" height=""400"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture"" allowfullscreen=""""></iframe>
<!-- /wp:html -->

<!-- wp:paragraph -->
<p>Jason Blanchard: A Story About Growth</p>
<!-- /wp:paragraph -->

<!-- wp:html -->
<iframe src=""https://player.vimeo.com/video/693317180?h=a74db72ba3"" width=""640"" height=""400"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture"" allowfullscreen=""""></iframe>
<!-- /wp:html -->

<!-- wp:paragraph -->
<p>The video from the live session can be viewed below.</p>
<!-- /wp:paragraph -->

<!-- wp:html -->
<iframe src=""https://player.vimeo.com/video/694340187?h=6386253eab"" width=""640"" height=""400"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture"" allowfullscreen=""""></iframe>
<!-- /wp:html -->

<!-- wp:paragraph -->
<p>Program and speaker introductions:</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p><strong>Talk 1: Purpose Driven Work</strong></p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>Kat Dunn is a humanitarian capitalist with a passion for <strong>scaling social ventures</strong> and redesigning capitalism to benefit all stakeholders and the planet. She was the CEO of Grameen Australia, a social business inspired by the work of Nobel Peace Prize Winner, founder of Grameen Bank, Professor Muhammad Yunus. Kat is also a Board member for Food Frontier – the industry accelerator and think tank for the alternative protein industry (plant-based meat and clean meat).</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p><strong>Talk 2: Retail Leadership &amp; Scaling Growth</strong></p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>Jason Blanchard is the former Chief Operating Officer of Blooms Chemist and has previously worked at Priceline Pharmacy, Best &amp; Less and Woolworths. Jason will share his journey from playing state sport to being a highly sought-after Senior Executive. During his time at Blooms, Jason recruited and scaled the National Operations Team to 9 direct reports and <strong>1,024 retail staff across 109 stores</strong>.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p><strong>Talk 3: Getting Your Message Across</strong></p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>For almost 5 years Duncan Robinson hosted a breakfast show in Sydney. It’s ok, most people have no idea who Duncan is either. He was on Australia’s largest community radio station 103.2FM doing the breakfast show from 2016 - 2021. Duncan will share how the <strong>team grew the active listener base three-fold</strong> and his lessons on how to get your message across to over a 1 million daily active listeners (<em>his customers</em>).</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p><strong>Talk 4: The Long Road To Success</strong></p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>Ray Butcher has been involved in the retail of food since age eight serving in his aunt’s corner grocer in St Albans just outside London. He has worked for Tesco, Safeway and Woolworths. Currently, Ray is a Non- Executive Director in multiple businesses including Australian Garlic Producers and Houstons Farm fresh salads, He provides <strong>business wisdom to the Executive Teams</strong> guiding the management of the businesses, sales and marketing teams and QA teams.</p>
<!-- /wp:paragraph -->",https://seedlabacademy.net.au/courses/seedlab-masterclasses/lessons/1-business-and-leadership/,sfwd-lessons,,,,,
26251,"Woolworths Sample and Pitch Submission Guide","<!-- wp:paragraph -->
<p>If you are at the point of needing to submit samples, or believe you are ready to pitch to Woolworths we strongly suggest that you talk to your mentor before sending anything and also suggest that you refer to the guidance notes available under the 'Materials' tab.  To find out your Woolworths review data follow this <a rel=""noreferrer noopener"" href=""https://partnerhub.woolworthsgroup.com.au/s/how-to-become-a-supplier?defaultTab=Step2"" target=""_blank"">LINK</a>.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>There is also a useful Glossary of common abbreviations in the Woolworths system which can be found <a rel=""noreferrer noopener"" href=""https://partnerhub.woolworthsgroup.com.au/s/article/Terminology-Partner-Hub"" target=""_blank"">HERE</a>. Other common terms of use are MPL – minimum presentation level and VP- Vendor pack.</p>
<!-- /wp:paragraph -->",https://seedlabacademy.net.au/courses/woolworths/lessons/woolworths-sample-and-pitch-submission-guide/,sfwd-lessons,,,,,
26258,"Woolworths Sample and Pitch Guidance","<!-- wp:paragraph -->
<p>If you are at the point of needing to submit samples, or believe you are ready to pitch to Woolworths we strongly suggest that you refer to the guidance notes available under the ‘Materials’ tab in order to follow the correct process.  This step should only be taken if you are sure that both you and your products are retail ready.  The Seedlab Australia team are not able to provide individual advice around this unless you are part of the Cultivate program.  There is also a useful Glossary of common abbreviations in the Woolworths system which can be found <a rel=""noreferrer noopener"" href=""https://partnerhub.woolworthsgroup.com.au/s/article/Terminology-Partner-Hub"" target=""_blank"">HERE</a>.  Other common terms of use are MPL - minimum presentation level and VP- Vendor pack.</p>
<!-- /wp:paragraph -->",https://seedlabacademy.net.au/courses/week-5-are-you-retail-ready/lessons/woolworths-sample-and-pitch-guidance/,sfwd-lessons,,,,,
26263,"Q & A Etiquette","<!-- wp:paragraph -->
<p>Amanda and Hazel share some guidelines to help ensure that we all get the best outcomes from the Seedlab Q&amp;A sessions.</p>
<!-- /wp:paragraph -->

<!-- wp:html -->
<iframe src=""https://player.vimeo.com/video/692489601?h=0b7967decb"" width=""640"" height=""400"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture"" allowfullscreen></iframe>
<!-- /wp:html -->",https://seedlabacademy.net.au/courses/1a-introduction-to-seedlab/lessons/q-a-etiquette/,sfwd-lessons,,,,,
26267,"Dealing With Contract Manufacturers with Penny Bloss","<!-- wp:paragraph -->
<p>In this module, Penny Bloss discusses when you may need to start thinking about contract manufacturing and how to try to find the right manufacturing partner. This was updated in 2025.</p>
<!-- /wp:paragraph -->

<!-- wp:embed {""url"":""https://vimeo.com/1166186362/808cb06c3f?share=copy\u0026fl=sv\u0026fe=ci"",""type"":""video"",""providerNameSlug"":""vimeo"",""responsive"":true,""className"":""wp-embed-aspect-16-9 wp-has-aspect-ratio""} -->
<figure class=""wp-block-embed is-type-video is-provider-vimeo wp-block-embed-vimeo wp-embed-aspect-16-9 wp-has-aspect-ratio""><div class=""wp-block-embed__wrapper"">
https://vimeo.com/1166186362/808cb06c3f?share=copy&amp;fl=sv&amp;fe=ci
</div></figure>
<!-- /wp:embed -->

<!-- wp:paragraph -->
<p>Key words: Contract manufacturing, contract manufacturer, Penny Bloss, scale, capacity, partner</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p></p>
<!-- /wp:paragraph -->",https://seedlabacademy.net.au/courses/production/lessons/dealing-with-contract-manufacturers-with-penny-bloss/,sfwd-lessons,https://seedlabacademy.net.au/wp-content/uploads/2026/02/Dealing-with-Contract-Manufacturers-2025-1.pdf,Dealing-with-Contract-Manufacturers-2025-1.pdf,,,
26273,"An Introduction to Primary Connect","<!-- wp:paragraph -->
<p>In this session Brad Pace and his team introduce Primary Connect and discuss who Primary Connect are, how they operate within the supply chain and what services are provided within the Woolworths ecosystem.  Under the 'Materials' tab can be found a link to the Primary Connect customer guide on the Primary Connect website which is a useful resouce for reference.</p>
<!-- /wp:paragraph -->

<!-- wp:html -->
<iframe src=""https://player.vimeo.com/video/698068165?h=8c96b415ce"" width=""640"" height=""480"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture"" allowfullscreen=""""></iframe>
<!-- /wp:html -->

<!-- wp:paragraph -->
<p>Key words: Primary Connect, supply chain, logistics, distribution centre, DC</p>
<!-- /wp:paragraph -->",https://seedlabacademy.net.au/courses/woolworths/lessons/an-introduction-to-primary-connect/,sfwd-lessons,,,,,
26277,"Legal Health Checklist","<!-- wp:paragraph -->
<p>Running a business brings with it certain benefits but also certain responsibilities, especially from a legal perspective.  The checklist that can be found under the 'Materials' tab provides a quick check of some of the aspects that you should be aware of.  Please remember that this is not a comprehensive list and is very general in nature, your own situation may introduce additional requirements and complications.  If in any doubt further professional advice should be sought.  This list has been provided by Kerry Sarten from Groom Kennedy.</p>
<!-- /wp:paragraph -->",https://seedlabacademy.net.au/courses/business/lessons/legal-health-checklist/,sfwd-lessons,,,,,
